"Phlaocyon,"Phlaocyon mariae",18.2,18.2
"Phlaocyon,"Phlaocyon achoros",22.615000000000002,22.615000000000002
"Epicyon,"Epicyon aelurodontoides",7.6000000000000005,7.6000000000000005
"Protocyon,"Protocyon troglodytes",0.063,1.294
"Dusicyon","Dusicyon",0.00585,1.29985
"Phlaocyon,"Phlaocyon minor",18.2,25.615000000000002
"Alopex,"Alopex lagopus",0.00585,1.05
"Leptocyon,"Leptocyon douglassi",25.615000000000002,28.55
"Vulpes,"Vulpes stenognathus",1.05,14.785
"Speothos","Speothos",1.29985,1.29985
"Protocyon","Protocyon",0.06885,1.29985
"Canis,"Canis rufus",0.06885,3.35
"Phlaocyon,"Phlaocyon leucosteus",18.2,22.615000000000002
"Desmocyon","Desmocyon",22.615000000000002,22.615000000000002
"Cynarctus,"Cynarctus crucidens",8.470500000000001,14.1815
"Cynarctus","Cynarctus",11.95,14.785
"Caninae","Caninae",0.06885,25.55
"Cynarctoides,"Cynarctoides gawnae",14.1815,18.2
"Aelurodon,"Aelurodon mcgrewi",14.1815,14.785
"Otocyon","Otocyon",0.39635000000000004,3.0940000000000003
"Borophagus,"Borophagus diversidens",3.35,3.35
"Vulpes,"Vulpes velox",0.063,3.35
"Borophagus,"Borophagus parvus",7.6000000000000005,7.6000000000000005
"Osbornodon,"Osbornodon scitulus",18.2,18.2
"Archaeocyon,"Archaeocyon leptodus",25.615000000000002,32.05
"Euoplocyon,"Euoplocyon brachygnathus",14.785,18.2
"Canis,"Canis anthus",1.294,1.294
"Metalopex,"Metalopex merriami",7.6000000000000005,14.1815
"Carpocyon,"Carpocyon robustus",11.95,14.1815
"Vulpes,"Vulpes chama",0.00585,1.6845
"Sunkahetanka,"Sunkahetanka geringensis",25.615000000000002,28.55
"Urocyon,"Urocyon progressus",3.35,3.35
"Dusicyon,"Dusicyon sechurae",0.39635000000000004,0.39635000000000004
"Chrysocyon","Chrysocyon",1.294,1.294
"Chailicyon,"Chailicyon crassidens",42.900000000000006,42.900000000000006
"Eucyon,"Eucyon davisi",3.35,14.1815
"Philotrox,"Philotrox condoni",25.615000000000002,28.55
"Enhydrocyon,"Enhydrocyon stenocephalus",25.615000000000002,25.615000000000002
"Cuon,"Cuon alpinus",0.06885,1.29985
"Borophagus,"Borophagus littoralis",11.95,14.1815
"Osbornodon,"Osbornodon iamonensis",18.2,19.5
"Leptocyon,"Leptocyon mollis",25.615000000000002,25.615000000000002
"Cynarctoides,"Cynarctoides whistleri",18.2,18.2
"Phlaocyon,"Phlaocyon yatkolai",18.2,18.2
"Enhydrocyon,"Enhydrocyon pahinsintewakpa",22.615000000000002,28.55
"Aelurodon,"Aelurodon taxoides",7.6000000000000005,14.1815
"Lycaon","Lycaon",0.4535,3.0940000000000003
"Urocyon","Urocyon",0.06885,11.95
"Canis,"Canis (Pseudalopex)",0.06885,1.29985
"Hesperocyon","Hesperocyon",25.615000000000002,43.3
"Microtomarctus,"Microtomarctus conferta",14.1815,18.2
"Vulpini","Vulpini",0.06885,0.06885
"Canidae","Canidae",0.06885,35.55
"Urocyon,"Urocyon cinereoargenteus",0.00585,3.35
"Archaeocyon,"Archaeocyon falkenbachi",25.615000000000002,25.615000000000002
"Otarocyon,"Otarocyon macdonaldi",33.599999999999994,33.599999999999994
"Hesperocyon,"Hesperocyon gregarius",32.05,38.8
"Leptocyon,"Leptocyon vulpinus",18.2,25.615000000000002
"Eucyon,"Eucyon skinneri",11.95,11.95
"Enhydrocyon,"Enhydrocyon crassidens",22.615000000000002,28.55
"Cynarctoides,"Cynarctoides harlowi",22.615000000000002,22.615000000000002
"Enhydrocyon,"Enhydrocyon basilatus",22.615000000000002,22.615000000000002
"Canis,"Canis cedazoensis",1.05,1.05
"Borophagus,"Borophagus dudleyi",4.4665,4.4665
"Cynarctus,"Cynarctus marylandica",14.895,18.205000000000002
"Metatomarctus,"Metatomarctus canavus",14.1815,18.2
"Canis,"Canis apolloniensis",1.6845,1.6845
"Paracynarctus,"Paracynarctus sinclairi",14.785,18.2
"Otarocyon,"Otarocyon cooki",25.615000000000002,28.55
"Urocyon,"Urocyon minicephalus",1.05,1.05
"Canis,"Canis dirus",0.06885,1.6845
"Osbornodon,"Osbornodon fricki",14.785,18.2
"Theriodictis,"Theriodictis floridanus",3.35,3.35
"Archaeocyon,"Archaeocyon pavidus",25.615000000000002,32.05
"Borophagus,"Borophagus secundus",7.6000000000000005,14.1815
"Mesocyon,"Mesocyon brachyops",25.615000000000002,25.615000000000002
"Tomarctus,"Tomarctus hippophaga",14.1815,18.2
"Canis,"Canis lepophagus",0.06885,7.6000000000000005
"Protemnocyon,"Protemnocyon inflatus",33.599999999999994,33.599999999999994
"Urocyon,"Urocyon galushai",3.35,3.35
"Cynarctus,"Cynarctus voorhiesi",11.95,11.95
"Chrysocyon,"Chrysocyon brachyurus",1.294,1.6845
"Psalidocyon,"Psalidocyon marianae",14.785,18.2
"Cynotherium,"Cynotherium sardous",0.06885,1.80585
"Phlaocyon,"Phlaocyon taylori",25.615000000000002,27.8
